
INSERT INTO CUSTOMER (id, name) VALUES 
(29312,'20170601',4603,355,2,60),
(29313,'20170612',7133,97,4,120),
(29314,'20170604',1909,83,8,72),
(29315,'20170624',1461,136,1,9),
(29316,'20170601',3612,407,9,126),
(29317,'20170629',4558,301,1,26),
(29318,'20170610',1757,97,2,38),
(29319,'20170628',5404,487,6,156),
(29320,'20170623',7291,255,8,40),
(29321,'20170611',8482,269,5,140),
(29322,'20170604',3110,60,10,20),
(29323,'20170630',5435,215,3,15),
(29324,'20170628',2176,210,10,110),
(29325,'20170611',6130,138,2,36),
(29326,'20170601',5900,320,10,70),
(29327,'20170630',5288,488,9,207),
(29328,'20170623',1489,373,5,90),
(29329,'20170626',2940,187,9,207),
(29330,'20170614',5020,207,3,27),
(29331,'20170629',2933,391,10,280),
(29332,'20170602',407,267,8,160),
(29333,'20170601',3158,97,8,40),
(29334,'20170603',6899,426,7,196),
(29335,'20170619',3338,83,6,84),
(29336,'20170607',1952,48,7,70),
(29337,'20170611',4192,108,3,48),
(29338,'20170626',1225,140,1,6),
(29339,'20170630',990,46,8,184),
(29340,'20170605',8342,296,8,232),
(29341,'20170625',2660,80,5,130),
(29342,'20170621',6196,46,8,192),
(29343,'20170603',3293,267,7,182),
(29344,'20170621',3006,86,9,162),
(29345,'20170623',5730,103,8,40),
(29346,'20170610',1207,498,10,130),
(29347,'20170623',1150,99,6,150),
(29348,'20170628',4452,198,2,2),
(29349,'20170601',4417,108,2,36),
(29350,'20170601',5794,294,2,8),
(29351,'20170619',1237,155,1,27),
(29352,'20170611',1983,359,9,153),
(29353,'20170612',8181,453,10,280),
(29354,'20170617',7269,1,2,48),
(29355,'20170623',6610,360,1,24),
(29356,'20170618',2199,42,1,27),
(29357,'20170624',8958,349,2,46),
(29358,'20170618',1021,267,2,28),
(29359,'20170608',287,379,3,69),
(29360,'20170602',8362,69,7,63),
(29361,'20170612',7004,434,8,104),
(29362,'20170616',8476,236,9,54),
(29363,'20170615',8840,287,8,88),
(29364,'20170603',4882,100,7,105),
(29365,'20170615',1339,236,10,60),
(29366,'20170615',1509,11,6,36),
(29367,'20170605',1232,360,8,128),
(29368,'20170608',3784,475,5,5),
(29369,'20170605',8314,69,7,35),
(29370,'20170630',8430,36,6,156),
(29371,'20170607',5044,136,8,96),
(29372,'20170610',3146,64,10,280),
(29373,'20170621',2927,53,3,63),
(29374,'20170609',5242,209,9,18),
(29375,'20170610',3791,243,4,12),
(29376,'20170621',4840,123,5,105),
(29377,'20170611',7679,296,7,147),
(29378,'20170617',418,12,3,60),
(29379,'20170626',6767,191,10,200),
(29380,'20170609',2788,114,2,24),
(29381,'20170629',7102,301,7,210),
(29382,'20170615',9635,58,1,8),
(29383,'20170619',2745,10,8,192),
(29384,'20170617',140,379,7,63),
(29385,'20170626',8633,50,9,216),
(29386,'20170621',9754,100,7,203),
(29387,'20170607',5183,221,1,19),
(29388,'20170606',391,477,3,54),
(29389,'20170604',8798,498,3,18),
(29390,'20170619',3767,296,8,80),
(29391,'20170616',5982,339,10,150),
(29392,'20170608',9378,18,4,44),
(29393,'20170626',3802,406,5,85),
(29394,'20170604',2910,426,1,30),
(29395,'20170615',7323,379,5,50),
(29396,'20170627',7337,12,8,48),
(29397,'20170611',2518,69,4,52),
(29398,'20170630',7449,386,2,30),
(29399,'20170607',7623,103,3,39),
(29400,'20170610',2916,3,8,224),
(29401,'20170610',4296,494,6,66),
(29402,'20170608',6578,136,1,22),
(29403,'20170602',6514,12,5,70),
(29404,'20170621',9476,426,8,40),
(29405,'20170628',5800,130,4,16),
(29406,'20170627',8568,488,3,6),
(29407,'20170624',93,240,2,56),
(29408,'20170607',5562,3,8,192),
(29409,'20170625',8402,393,4,56),
(29410,'20170602',9204,268,1,20),
(29411,'20170605',2207,320,10,300),
(29412,'20170623',1628,338,5,90),
(29413,'20170621',8928,373,2,28),
(29414,'20170623',7433,349,3,9),
(29415,'20170612',2177,18,1,10),
(29416,'20170615',891,276,10,230),
(29417,'20170601',2360,339,4,24),
(29418,'20170624',8798,299,1,2),
(29419,'20170607',9933,255,5,145),
(29420,'20170609',8751,187,7,119),
(29421,'20170624',4826,423,10,250),
(29422,'20170606',18,411,9,126),
(29423,'20170605',5190,286,4,88),
(29424,'20170613',8460,234,3,78),
(29425,'20170624',3289,56,4,64),
(29426,'20170604',7527,273,10,290),
(29427,'20170622',7472,310,9,171),
(29428,'20170625',6436,136,1,1),
(29429,'20170616',8967,440,10,40),
(29430,'20170630',9625,276,6,132),
(29431,'20170613',3121,440,6,84),
(29432,'20170612',2747,423,4,104),
(29433,'20170624',6256,229,4,52),
(29434,'20170615',9589,299,5,45),
(29435,'20170604',6172,353,8,168),
(29436,'20170601',5481,282,3,87),
(29437,'20170616',8153,407,4,32),
(29438,'20170620',5191,250,8,88),
(29439,'20170623',2296,275,2,6),
(29440,'20170625',6271,1,3,84),
(29441,'20170618',1250,189,8,88),
(29442,'20170614',2861,242,6,156),
(29443,'20170630',4636,160,8,128),
(29444,'20170620',7002,205,5,115),
(29445,'20170612',7709,115,3,63),
(29446,'20170619',4145,357,7,7),
(29447,'20170602',2937,21,5,105),
(29448,'20170619',2015,377,7,98),
(29449,'20170607',9139,423,8,232),
(29450,'20170617',3932,338,8,136),
(29451,'20170630',1294,36,5,20),
(29452,'20170603',5280,268,9,135),
(29453,'20170622',6957,393,8,120),
(29454,'20170605',6153,165,7,210),
(29455,'20170614',8221,326,1,12),
(29456,'20170630',2373,296,8,104),
(29457,'20170601',5137,21,7,182),
(29458,'20170608',7341,453,8,40),
(29459,'20170601',7702,181,10,40),
(29460,'20170610',5118,385,4,108),
(29461,'20170626',9416,462,2,58),
(29462,'20170608',1696,474,5,45),
(29463,'20170610',7053,132,5,135),
(29464,'20170625',6464,60,6,156),
(29465,'20170613',8932,205,3,60),
(29466,'20170601',6742,60,3,30),
(29467,'20170620',9325,90,5,105),
(29468,'20170626',377,270,4,40),
(29469,'20170629',190,440,1,22),
(29470,'20170627',2657,46,6,54),
(29471,'20170619',5556,210,10,180),
(29472,'20170630',7736,229,10,80),
(29473,'20170624',9343,230,10,210),
(29474,'20170607',1649,444,4,12),
(29475,'20170625',4728,393,5,25),
(29476,'20170619',4563,423,8,88),
(29477,'20170609',1842,423,2,40),
(29478,'20170608',8205,287,10,20),
(29479,'20170619',389,257,8,56),
(29480,'20170601',8409,281,2,26),
(29481,'20170608',9425,169,2,26),
(29482,'20170619',2548,74,7,168),
(29483,'20170624',6966,269,3,78),
(29484,'20170608',5751,267,5,105),
(29485,'20170628',7694,97,1,7),
(29486,'20170615',882,130,5,5),
(29487,'20170625',1117,380,10,240),
(29488,'20170614',3156,373,2,44),
(29489,'20170611',9809,240,4,28),
(29490,'20170614',7339,45,6,132),
(29491,'20170607',137,434,2,60),
(29492,'20170628',2344,456,8,104),
(29493,'20170609',3270,114,8,80),
(29494,'20170616',3701,45,3,75),
(29495,'20170620',1005,327,2,56),
(29496,'20170620',7570,153,4,60),
(29497,'20170603',3648,152,4,20),
(29498,'20170616',6039,189,4,100),
(29499,'20170604',6611,187,10,280),
(29500,'20170610',9125,187,5,25)
INSERT INTO INVOICE (invoice_number ,invoice_date ,customer_id ,product_id, quantity,summa) VALUES 
(29501,'20170621',9033,380,2,34),
(29502,'20170619',1330,211,6,120),
(29503,'20170601',7087,132,3,75),
(29504,'20170602',2373,286,2,32),
(29505,'20170630',9059,36,8,168),
(29506,'20170615',5205,74,5,15),
(29507,'20170630',2309,165,3,39),
(29508,'20170630',9621,427,5,20),
(29509,'20170619',7971,48,1,7),
(29510,'20170616',9873,58,5,130),
(29511,'20170623',6937,114,6,6),
(29512,'20170606',8885,474,6,90),
(29513,'20170606',6984,160,2,48),
(29514,'20170606',5549,127,5,95),
(29515,'20170623',1446,48,6,54),
(29516,'20170630',1047,153,8,24),
(29517,'20170601',9745,384,8,168),
(29518,'20170607',588,311,1,25),
(29519,'20170601',7666,281,7,133),
(29520,'20170628',3243,10,9,135),
(29521,'20170622',6510,222,4,80),
(29522,'20170627',9372,160,2,38),
(29523,'20170609',4692,348,10,140),
(29524,'20170627',5983,222,7,126),
(29525,'20170611',1477,56,2,46),
(29526,'20170610',5847,273,3,15),
(29527,'20170603',638,348,3,27),
(29528,'20170619',3978,53,7,112),
(29529,'20170612',3703,227,1,6),
(29530,'20170604',6266,296,1,3),
(29531,'20170627',4184,152,5,25),
(29532,'20170628',5939,90,3,75),
(29533,'20170614',8381,242,3,57),
(29534,'20170612',572,50,6,174),
(29535,'20170630',5227,24,10,290),
(29536,'20170604',6325,221,1,20),
(29537,'20170613',7403,199,10,90),
(29538,'20170608',6337,457,8,168),
(29539,'20170622',1524,437,1,28),
(29540,'20170613',8780,257,6,120),
(29541,'20170606',9906,273,3,84),
(29542,'20170619',3559,110,5,20),
(29543,'20170619',205,377,8,104),
(29544,'20170611',9769,267,7,63),
(29545,'20170617',9775,339,6,54),
(29546,'20170622',2045,198,9,252),
(29547,'20170615',1624,149,1,18),
(29548,'20170622',1515,275,7,63),
(29549,'20170609',4705,273,2,48),
(29550,'20170611',7561,50,4,72),
(29551,'20170630',204,79,8,136),
(29552,'20170614',5169,353,5,35),
(29553,'20170609',978,152,1,13),
(29554,'20170628',9765,83,9,243),
(29555,'20170605',9955,195,9,9),
(29556,'20170614',8640,65,4,32),
(29557,'20170630',3495,386,10,220),
(29558,'20170611',4054,278,1,15),
(29559,'20170609',9150,35,5,65),
(29560,'20170629',5419,301,9,54),
(29561,'20170603',7701,210,10,70),
(29562,'20170611',9537,11,6,60),
(29563,'20170609',4483,257,1,19),
(29564,'20170616',3667,243,5,105),
(29565,'20170612',3023,465,6,132),
(29566,'20170614',8903,243,2,14),
(29567,'20170625',3879,377,8,176),
(29568,'20170622',9688,80,4,96),
(29569,'20170623',6217,440,9,27),
(29570,'20170629',3013,161,7,189),
(29571,'20170605',5811,420,6,54),
(29572,'20170627',4678,334,10,90),
(29573,'20170628',393,404,4,120),
(29574,'20170605',1789,84,8,40),
(29575,'20170605',3661,114,8,216),
(29576,'20170604',3359,222,6,126),
(29577,'20170617',4733,11,6,90),
(29578,'20170603',245,84,6,96),
(29579,'20170627',422,339,9,252),
(29580,'20170624',3111,155,1,20),
(29581,'20170601',3297,281,9,108),
(29582,'20170612',9155,487,8,128),
(29583,'20170622',6882,391,10,160),
(29584,'20170626',8642,1,8,168),
(29585,'20170614',3035,133,1,2),
(29586,'20170601',2970,140,3,78),
(29587,'20170625',6399,131,9,243),
(29588,'20170602',6735,14,5,115),
(29589,'20170602',5430,21,7,126),
(29590,'20170629',6691,161,7,7),
(29591,'20170626',9830,487,7,168),
(29592,'20170602',6424,208,7,168),
(29593,'20170607',8557,379,9,126),
(29594,'20170613',2439,99,3,36),
(29595,'20170622',6226,46,4,56),
(29596,'20170620',4290,258,8,16),
(29597,'20170606',8700,320,9,45),
(29598,'20170609',8677,60,10,70),
(29599,'20170630',5468,97,9,117),
(29600,'20170613',6708,132,4,4),
(29601,'20170630',4284,334,1,26),
(29602,'20170605',3153,74,9,207),
(29603,'20170601',8162,281,5,60),
(29604,'20170607',4198,236,5,45),
(29605,'20170628',4004,334,7,21),
(29606,'20170621',5172,172,10,290),
(29607,'20170606',8349,97,7,77),
(29608,'20170628',3648,140,7,14),
(29609,'20170613',3550,428,10,280),
(29610,'20170602',8286,50,2,16),
(29611,'20170616',9758,236,3,21),
(29612,'20170605',5956,256,1,1),
(29613,'20170606',9326,158,8,56),
(29614,'20170614',9511,80,8,128),
(29615,'20170630',4038,440,3,72),
(29616,'20170620',6588,21,5,70),
(29617,'20170618',4198,423,2,6),
(29618,'20170611',7344,437,1,3),
(29619,'20170601',1550,281,8,168),
(29620,'20170621',7385,380,9,252),
(29621,'20170608',4541,160,7,70),
(29622,'20170622',6051,327,2,2),
(29623,'20170619',5403,404,5,120),
(29624,'20170609',9196,330,10,60),
(29625,'20170629',1165,46,3,3),
(29626,'20170629',5679,301,9,27),
(29627,'20170611',6477,250,8,32),
(29628,'20170623',4393,23,9,54),
(29629,'20170628',7512,131,4,16),
(29630,'20170619',8647,227,1,3),
(29631,'20170630',543,14,5,140),
(29632,'20170618',1836,69,1,13),
(29633,'20170604',3786,21,1,8),
(29634,'20170620',2517,243,6,96),
(29635,'20170608',4781,272,7,35),
(29636,'20170611',4504,160,8,112),
(29637,'20170622',7957,434,5,45),
(29638,'20170616',9489,334,1,16),
(29639,'20170609',998,99,8,48),
(29640,'20170615',6300,138,2,42),
(29641,'20170615',1682,110,7,14),
(29642,'20170607',953,275,9,225),
(29643,'20170630',5214,131,4,76),
(29644,'20170627',4772,246,6,42),
(29645,'20170609',4237,434,2,60),
(29646,'20170616',2992,56,7,35),
(29647,'20170617',9142,234,10,300),
(29648,'20170613',3827,479,2,32),
(29649,'20170605',4859,222,9,144),
(29650,'20170608',4445,477,7,126),
(29651,'20170611',7622,42,9,198),
(29652,'20170611',9834,336,2,24),
(29653,'20170628',2162,45,9,63),
(29654,'20170626',6733,404,9,90),
(29655,'20170628',1019,188,4,88),
(29656,'20170608',5748,379,3,24),
(29657,'20170604',1463,69,4,108),
(29658,'20170620',3775,1,7,196),
(29659,'20170628',4499,311,6,12),
(29660,'20170606',2634,181,4,56),
(29661,'20170612',1196,465,7,126),
(29662,'20170621',8611,172,6,132),
(29663,'20170605',1697,453,4,24),
(29664,'20170624',4963,198,8,208),
(29665,'20170616',9708,278,4,80),
(29666,'20170602',1283,188,10,20),
(29667,'20170609',7911,236,7,154),
(29668,'20170601',2966,493,10,80),
(29669,'20170602',9527,160,5,140),
(29670,'20170619',6411,21,7,49),
(29671,'20170601',3299,246,3,3),
(29672,'20170625',7736,367,6,150),
(29673,'20170606',6738,272,6,60),
(29674,'20170612',3413,222,7,77),
(29675,'20170606',7362,246,5,70),
(29676,'20170622',1226,479,10,60),
(29677,'20170630',2752,386,8,64),
(29678,'20170603',1058,152,6,108),
(29679,'20170610',7019,457,10,20),
(29680,'20170607',2387,299,7,70),
(29681,'20170624',7453,339,5,150),
(29682,'20170621',5070,80,8,200),
(29683,'20170605',4639,240,2,14),
(29684,'20170629',77,250,8,128),
(29685,'20170618',6393,136,10,100),
(29686,'20170601',290,281,1,16),
(29687,'20170620',5702,338,4,48),
(29688,'20170602',7423,198,1,5),
(29689,'20170625',356,367,8,144),
(29690,'20170601',1774,281,6,78),
(29691,'20170627',1555,50,6,66),
(29692,'20170607',6078,69,9,198),
(29693,'20170606',9728,338,4,76),
(29694,'20170612',3657,246,1,3),
(29695,'20170602',7695,268,5,15),
(29696,'20170615',898,103,9,45),
(29697,'20170604',613,444,10,200),
(29698,'20170612',7917,65,9,162),
(29699,'20170606',9675,273,3,30),
(29700,'20170617',5562,84,10,150),
(29701,'20170630',732,84,5,50),
(29702,'20170612',6949,267,8,112),
(29703,'20170611',2964,89,5,105),
(29704,'20170603',3934,311,10,70),
(29705,'20170607',3490,152,4,88),
(29706,'20170623',264,152,7,91),
(29707,'20170608',8396,224,1,2),
(29708,'20170617',3564,406,9,189),
(29709,'20170624',2461,123,9,108),
(29710,'20170611',4556,35,9,99),
(29711,'20170603',6084,268,10,260),
(29712,'20170602',4312,127,9,144),
(29713,'20170614',5462,196,7,56),
(29714,'20170609',776,65,8,160),
(29715,'20170610',4880,326,3,60),
(29716,'20170624',7465,275,4,60),
(29717,'20170629',2404,355,8,216),
(29718,'20170613',1767,320,5,80),
(29719,'20170630',3901,23,8,136),
(29720,'20170611',7004,42,10,70),
(29721,'20170628',9015,195,8,8),
(29722,'20170626',9335,45,9,270),
(29723,'20170617',8649,440,9,234),
(29724,'20170623',181,326,1,15),
(29725,'20170617',7317,327,6,102),
(29726,'20170629',7874,35,9,36),
(29727,'20170617',4714,123,6,162),
(29728,'20170610',246,58,8,232),
(29729,'20170623',8450,103,8,104),
(29730,'20170611',2912,58,4,84),
(29731,'20170626',3245,23,6,162),
(29732,'20170622',3037,205,8,104),
(29733,'20170604',2708,250,8,64),
(29734,'20170604',2013,80,4,84),
(29735,'20170617',6245,237,1,11),
(29736,'20170622',6823,272,8,96),
(29737,'20170628',6996,161,1,7),
(29738,'20170623',1810,482,7,56),
(29739,'20170613',1223,275,6,6),
(29740,'20170605',2596,21,9,72),
(29741,'20170605',3970,465,5,15),
(29742,'20170628',365,426,3,84),
(29743,'20170619',9647,195,5,110),
(29744,'20170627',8151,10,5,50),
(29745,'20170605',8864,219,3,45),
(29746,'20170608',6803,83,10,90),
(29747,'20170628',2784,312,3,54),
(29748,'20170618',7721,195,9,126),
(29749,'20170607',9761,132,4,100),
(29750,'20170613',6110,338,8,152),
(29751,'20170627',682,355,5,75),
(29752,'20170627',1750,278,5,20),
(29753,'20170603',7777,278,10,250),
(29754,'20170603',3006,209,2,44),
(29755,'20170607',8541,187,7,154),
(29756,'20170612',2852,246,6,18),
(29757,'20170619',767,210,4,104),
(29758,'20170613',6234,379,2,54),
(29759,'20170608',336,99,6,90),
(29760,'20170605',1124,230,4,96),
(29761,'20170626',20,391,2,28),
(29762,'20170630',848,195,8,136),
(29763,'20170627',7430,448,9,207),
(29764,'20170603',5254,377,4,32),
(29765,'20170623',5559,155,5,140),
(29766,'20170613',8841,56,9,243),
(29767,'20170615',2711,189,2,40),
(29768,'20170619',8704,207,7,126),
(29769,'20170601',2167,267,5,90),
(29770,'20170627',7604,367,10,300),
(29771,'20170624',7721,103,8,24),
(29772,'20170608',1506,402,6,180),
(29773,'20170610',2497,477,2,24),
(29774,'20170607',8054,132,9,153),
(29775,'20170629',1212,411,9,198),
(29776,'20170602',9928,353,4,120),
(29777,'20170620',2891,434,4,68),
(29778,'20170624',5031,207,10,10),
(29779,'20170625',3866,45,8,240),
(29780,'20170628',779,237,9,45),
(29781,'20170623',1935,406,9,234),
(29782,'20170602',3182,195,10,10),
(29783,'20170624',1462,448,10,60),
(29784,'20170625',454,140,6,48),
(29785,'20170628',6546,406,4,108),
(29786,'20170618',9559,189,1,22),
(29787,'20170620',2595,312,2,10),
(29788,'20170630',5865,301,3,6),
(29789,'20170624',639,391,1,3),
(29790,'20170622',515,141,4,60),
(29791,'20170622',9389,355,7,196),
(29792,'20170613',6595,479,9,126),
(29793,'20170630',3018,310,2,12),
(29794,'20170626',1463,132,8,136),
(29795,'20170615',3098,310,6,144),
(29796,'20170628',2160,487,7,105),
(29797,'20170621',7609,48,6,54),
(29798,'20170617',8932,14,1,1),
(29799,'20170611',5990,494,8,144),
(29800,'20170619',9238,286,7,28),
(29801,'20170623',6767,379,3,6),
(29802,'20170604',3125,250,5,15),
(29803,'20170604',128,338,5,150),
(29804,'20170627',5259,219,9,9),
(29805,'20170605',8405,256,7,147),
(29806,'20170602',2482,275,7,28),
(29807,'20170614',6151,257,9,144),
(29808,'20170604',7788,493,3,30),
(29809,'20170621',2490,456,8,216),
(29810,'20170612',9858,115,8,152),
(29811,'20170612',4930,487,10,140),
(29812,'20170607',4581,181,2,8),
(29813,'20170630',5383,198,2,40),
(29814,'20170618',9426,267,2,18),
(29815,'20170626',5334,377,1,14),
(29816,'20170616',4352,131,5,35),
(29817,'20170616',8712,360,1,1),
(29818,'20170605',8266,475,3,42),
(29819,'20170630',312,14,5,150),
(29820,'20170611',1898,210,6,12),
(29821,'20170618',580,56,10,60),
(29822,'20170606',979,208,10,80),
(29823,'20170605',5021,12,1,21),
(29824,'20170612',3414,230,6,78),
(29825,'20170618',179,426,9,63),
(29826,'20170629',8662,275,5,135),
(29827,'20170614',394,155,8,96),
(29828,'20170615',1049,406,10,160),
(29829,'20170627',5715,10,8,48),
(29830,'20170608',1883,257,4,40),
(29831,'20170612',335,221,8,88),
(29832,'20170610',1405,363,10,110),
(29833,'20170616',4329,267,9,18),
(29834,'20170603',9931,99,5,10),
(29835,'20170622',9092,474,5,80),
(29836,'20170629',3500,199,3,90),
(29837,'20170616',148,189,4,116),
(29838,'20170605',9472,334,2,24),
(29839,'20170625',3196,79,4,36),
(29840,'20170630',5134,282,6,48),
(29841,'20170622',3037,296,1,29),
(29842,'20170606',7116,379,9,108),
(29843,'20170622',8513,97,6,150),
(29844,'20170611',3207,349,3,9),
(29845,'20170609',3644,465,1,29),
(29846,'20170617',5976,189,5,60),
(29847,'20170608',3765,211,3,21),
(29848,'20170627',571,161,2,12),
(29849,'20170602',4226,475,9,216),
(29850,'20170630',8687,36,7,105),
(29851,'20170603',9365,35,7,21),
(29852,'20170614',7802,311,6,120),
(29853,'20170610',5372,172,9,54),
(29854,'20170627',7418,402,3,66),
(29855,'20170617',8848,189,1,11),
(29856,'20170630',3525,379,9,9),
(29857,'20170630',6968,207,1,7),
(29858,'20170607',4636,69,9,144),
(29859,'20170602',6959,475,9,234),
(29860,'20170603',8403,268,5,75),
(29861,'20170612',1913,115,7,49),
(29862,'20170616',2669,230,9,72),
(29863,'20170619',3339,219,6,90),
(29864,'20170606',5157,338,8,144),
(29865,'20170614',1572,312,7,196),
(29866,'20170613',9817,240,7,203),
(29867,'20170615',2074,440,3,87),
(29868,'20170628',9673,3,8,32),
(29869,'20170603',5207,338,5,140),
(29870,'20170611',896,275,2,58),
(29871,'20170616',5415,138,5,40),
(29872,'20170611',734,12,3,24),
(29873,'20170610',5801,250,1,30),
(29874,'20170622',7584,287,2,54),
(29875,'20170618',1124,188,6,162),
(29876,'20170604',7282,282,10,30),
(29877,'20170626',8827,379,5,20),
(29878,'20170609',6599,407,1,8),
(29879,'20170617',1019,227,7,21),
(29880,'20170623',5862,24,6,48),
(29881,'20170613',5407,326,8,56),
(29882,'20170601',6837,187,7,161),
(29883,'20170608',7706,74,1,6),
(29884,'20170619',464,222,9,18),
(29885,'20170603',2508,140,7,161),
(29886,'20170621',846,440,6,6),
(29887,'20170625',4895,158,4,16),
(29888,'20170626',333,219,4,116),
(29889,'20170615',5249,327,5,125),
(29890,'20170618',6459,108,7,189),
(29891,'20170610',4987,133,1,1),
(29892,'20170608',9170,132,7,56),
(29893,'20170614',604,12,3,57),
(29894,'20170611',8542,210,10,230),
(29895,'20170614',9307,132,6,120),
(29896,'20170626',3904,367,2,24),
(29897,'20170603',4401,268,7,147),
(29898,'20170603',2706,136,6,54),
(29899,'20170629',9079,363,10,40),
(29900,'20170606',1900,133,4,8),
(29901,'20170613',8995,236,10,180),
(29902,'20170607',4064,133,3,72),
(29903,'20170615',434,74,1,2),
(29904,'20170612',1064,24,9,27),
(29905,'20170616',4086,256,5,110),
(29906,'20170614',2700,440,6,174),
(29907,'20170616',3757,227,6,72),
(29908,'20170617',6648,479,4,28),
(29909,'20170607',6287,494,9,252),
(29910,'20170607',4879,270,3,48),
(29911,'20170601',2346,281,1,19),
(29912,'20170626',3996,385,2,60),
(29913,'20170618',6596,444,3,57),
(29914,'20170601',4591,188,10,60),
(29915,'20170616',9833,205,8,88),
(29916,'20170617',2845,357,8,192),
(29917,'20170611',6723,391,5,30),
(29918,'20170629',1593,191,6,102),
(29919,'20170603',9887,169,5,90),
(29920,'20170620',5251,141,5,5),
(29921,'20170623',8063,326,4,32),
(29922,'20170616',8142,353,8,144),
(29923,'20170608',3624,255,1,21),
(29924,'20170609',6701,160,10,300),
(29925,'20170607',194,198,3,54),
(29926,'20170628',8559,363,1,15),
(29927,'20170604',3131,198,6,132),
(29928,'20170630',1538,74,7,182),
(29929,'20170629',97,384,6,144),
(29930,'20170611',7330,373,8,64),
(29931,'20170628',5586,440,6,84),
(29932,'20170624',3753,267,1,27),
(29933,'20170623',1466,1,1,13),
(29934,'20170622',2756,46,8,168),
(29935,'20170604',9461,476,9,90),
(29936,'20170608',2461,21,4,68),
(29937,'20170612',821,136,7,7),
(29938,'20170607',8525,169,3,54),
(29939,'20170608',1710,255,10,250),
(29940,'20170624',4633,320,4,56),
(29941,'20170626',2877,487,1,19),
(29942,'20170617',6270,50,2,4),
(29943,'20170620',8697,482,5,60),
(29944,'20170606',4101,275,2,38),
(29945,'20170602',1233,479,10,220),
(29946,'20170610',6105,373,1,1),
(29947,'20170601',9536,267,8,96),
(29948,'20170623',2793,479,3,54),
(29949,'20170619',760,269,4,88),
(29950,'20170605',8255,426,5,35),
(29951,'20170611',539,207,10,280),
(29952,'20170614',8629,132,1,18),
(29953,'20170616',6617,146,9,261),
(29954,'20170618',5108,237,9,153),
(29955,'20170605',2957,420,7,35),
(29956,'20170611',3850,187,4,88),
(29957,'20170611',6302,440,7,112),
(29958,'20170618',574,269,6,180),
(29959,'20170622',2506,126,3,72),
(29960,'20170630',5437,386,9,36),
(29961,'20170607',6491,188,5,35),
(29962,'20170628',9450,161,4,92),
(29963,'20170617',5492,330,2,22),
(29964,'20170617',1502,477,1,1),
(29965,'20170623',7375,123,9,126),
(29966,'20170612',9217,229,9,225),
(29967,'20170601',3006,281,9,261),
(29968,'20170612',6111,488,10,110),
(29969,'20170616',1587,296,1,30),
(29970,'20170613',9574,420,2,12),
(29971,'20170610',7264,391,6,36),
(29972,'20170615',3310,353,3,27),
(29973,'20170609',6889,384,4,72),
(29974,'20170625',6473,74,3,78),
(29975,'20170613',4775,187,8,32),
(29976,'20170621',9681,250,9,243),
(29977,'20170601',8485,281,7,189),
(29978,'20170625',4635,367,1,14),
(29979,'20170612',1778,255,2,16),
(29980,'20170612',9519,1,8,200),
(29981,'20170630',2644,312,3,15),
(29982,'20170622',7206,46,3,87),
(29983,'20170608',8006,243,5,30),
(29984,'20170605',615,210,5,75),
(29985,'20170625',2522,10,1,6),
(29986,'20170614',8526,149,3,42),
(29987,'20170604',8685,210,7,56),
(29988,'20170625',7757,221,5,90),
(29989,'20170616',8179,423,1,14),
(29990,'20170613',5192,90,6,54),
(29991,'20170630',9977,23,8,200),
(29992,'20170615',7241,237,5,105),
(29993,'20170604',9769,169,7,28),
(29994,'20170611',3322,363,8,8),
(29995,'20170605',7169,353,3,54),
(29996,'20170628',5478,406,8,112),
(29997,'20170627',5037,479,8,64),
(29998,'20170629',6979,296,1,21),
(29999,'20170607',6714,209,8,40),
(30000,'20170614',7243,334,10,290)
INSERT INTO INVOICE (invoice_number ,invoice_date ,customer_id ,product_id, quantity,summa) VALUES 
(30001,'20170711',5227,237,9,54),
(30002,'20170715',7000,423,10,170),
(30003,'20170708',9395,45,10,50),
(30004,'20170707',7181,426,4,100),
(30005,'20170725',5192,1,3,66),
(30006,'20170715',4630,185,7,161),
(30007,'20170719',1628,132,9,144),
(30008,'20170717',8725,334,6,30),
(30009,'20170709',5861,126,3,75),
(30010,'20170717',2369,402,2,50),
(30011,'20170701',7426,132,10,280),
(30012,'20170703',1777,482,6,24),
(30013,'20170701',8747,474,4,44),
(30014,'20170730',3446,102,6,156),
(30015,'20170729',5681,477,7,168),
(30016,'20170722',4275,46,3,3),
(30017,'20170705',9127,327,10,20),
(30018,'20170717',2869,133,7,154),
(30019,'20170711',5965,23,6,60),
(30020,'20170715',5418,489,6,144),
(30021,'20170712',4940,188,4,24),
(30022,'20170722',90,440,10,270),
(30023,'20170701',2778,207,8,32),
(30024,'20170704',7501,435,5,100),
(30025,'20170728',1826,407,2,56),
(30026,'20170724',3624,243,1,7),
(30027,'20170708',4808,80,1,8),
(30028,'20170714',2035,237,8,168),
(30029,'20170701',7596,14,10,20),
(30030,'20170705',7045,110,10,140),
(30031,'20170724',5754,155,1,2),
(30032,'20170725',8605,184,10,220),
(30033,'20170701',8549,35,6,114),
(30034,'20170703',7660,275,3,90),
(30035,'20170711',7808,157,5,135),
(30036,'20170701',167,50,3,45),
(30037,'20170704',3578,136,2,58),
(30038,'20170701',8211,42,4,40),
(30039,'20170713',1097,210,1,28),
(30040,'20170715',622,224,1,30),
(30041,'20170710',6161,64,10,70),
(30042,'20170726',7479,282,7,189),
(30043,'20170730',6283,301,8,152),
(30044,'20170714',305,427,10,60),
(30045,'20170725',1257,46,4,64),
